Blog	four	second	here	music	until	example	want	feature	how	series	re	millions	wasn	service	needed	project	person	came	saying	best	asked	much	life	worked	things	had	easy	possible	right	old	people	continue	support	week	inside	time	team	along	love	working	anything	following	such	data	so	years	didn	internet	million	wrong	open	city	future	say	note	take	going	where	many	wants	photos	being	around	world	power	image	her	am	tv	th	large	small	past	hours	experience	pick	via	company	learn	its	always	found	really	major	number	also	play	plan	sometimes	set	see	available	last	let	community	recent	using	couple	d	into	link	line	up	us	ago	having	results	try	video	great	makes	tools	next	process	high	move	doing	could	start	system	face	fact	should	hope	means	stuff	email	co	ve	site	off	less	web	day	five	become	does	worth	announced	told	thursday	word	work	provide	earlier	then	them	they	network	created	another	do	away	com	information	launched	photo	night	post	months	way	was	true	update	together	global	change	live	car	december	write	product	still	half	now	year	happen	space	looking	shows	care	than	online	america	only	between	comes	these	media	thinking	real	read	early	amp	business	your	aren	low	lot	trying	building	since	month	very	family	put	taken	tried	help	soon	actually	event	reason	ask	american	clear	latest	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	popular	some	run	step	within	doesn	e	go	facebook	click	products	started	links	including	him	special	times	need	able	based	course	she	key	problem	party	well	page	twitter	home	he	stories	piece	friends	companies	across	likely	even	new	ever	never	campaign	call	tell	give	amazing	president	third	before	better	weeks	went	side	content	isn	features	matter	seen	don	m	stop	bad	said	against	three	website	if	make	left	just	yet	save	deal	down	drive	daily	finally	did	making	may	man	maybe	talk	nbsp	group	interesting	morning	after	thing	think	first	fast	little	anyone	were	especially	show	get	enough	reading	according	mark	those	pay	running	money	either	videos	again	important	u	starting	public	search	two	share	needs	different	coming	through	same	someone	everyone	house	hard	idea	members	done	least	part	believe	most	find	please	mean	point	simple	create	understand	itself	big	bit	google	often	back	single	giving	access	others	themselves	ll	instead	text	taking	value	almost	thought	add	like	happens	under	every	changed	changes	would	phone	must	me	my	keep	end	over	writing	each	got	free	wanted	days	already	top	too	took	though	watch	report	full	news	been	quickly	n	several	social	election	everything	head	donald	check	no	when	longer	focus	cool	level	says	goes	water	today	trump	name	place	given	white	any	ideas	sure	later	hear	state	ways	come	case	myself	good	without	seems	blog	or	there	far	list	design	what	version	known	short	might	expect	feel	story	store	kind	nothing	his	wrote	art	recently	c	questions	question	long	called	users	once	include	app	use	few	something	looks	choose	related	our	out	their	remember	which	who	why	view	job	will	gets	whole	other	know	press	because	getting	own	made	whether	book
Google Blogoscoped	0	1	2	0	0	0	2	2	5	0	5	0	0	6	1	0	0	0	0	4	1	4	0	0	1	3	1	1	1	0	3	0	0	0	0	4	0	0	2	2	0	0	0	0	7	1	0	0	0	1	2	0	1	0	1	1	2	1	0	0	0	0	2	1	0	0	0	1	0	0	0	1	2	0	0	1	2	0	0	1	2	0	0	0	5	2	0	0	0	1	4	0	0	2	0	0	4	0	2	3	1	0	3	1	1	0	1	0	0	0	1	0	1	2	0	0	2	1	1	0	0	0	0	0	0	1	0	0	4	4	0	1	4	3	3	0	0	0	0	0	0	0	1	0	0	3	4	7	0	0	2	3	0	0	0	1	1	0	2	0	1	6	1	0	1	0	1	1	1	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	2	0	1	1	0	1	0	2	0	0	0	8	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	2	2	1	1	0	2	2	2	0	3	1	0	0	0	0	1	0	2	0	0	2	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	1	2	0	0	1	0	2	1	4	8	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	4	2	0	0	2	0	0	1	8	3	1	6	1	0	0	1	0	0	0	1	0	1	0	1	0	0	7	0	0	0	1	0	2	1	0	1	1	1	1	5	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	1	1	1	0	0	0	3	1	0	0	0	0	3	3	0	0	0	1	1	0	0	0	0	28	1	3	1	0	0	1	1	6	0	1	0	0	0	0	3	6	2	0	1	0	1	11	4	0	4	7	0	0	1	0	3	0	2	0	0	1	1	2	1	3	0	0	2	1	4	1	0	1	0	0	0	0	0	0	6	4	1	0	0	0	1	1	0	1	0	2	2	0	0	3	0	0	2	1	0	0	1	1	0	0	0	0	1	7	5	0	1	1	6	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	2	4	1	1	0	1	0	4	3	1	2	0	0	0	3	2	4	0	5	5	0	2	0	1	0	0	4	2	1	5	0	0	2	1	0
Deadspin	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	4	0	0	2	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	2	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	2	4	0	0	0	0	0	3	0	0	1	1	0	0	2	0	0	4	4	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	2	1	1	0	8	1	0	2	0	0	1	0	0	1	3	0	0	0	0	1	1	2	0	0	1	0	1	1	0	0	3	4	0	0	0	7	0	2	0	0	0	0	1	0	0	0	2	1	3	2	0	0	0	0	0	2	0	0	0	1	0	2	0	0	2	25	0	0	0	5	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	1	1	0	0	5	0	1	0	1	0	1	0	2	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	6	1	0	0	0	1	2	0	0	2	3	0	0	1	0	0	0	1	0	1	0	3	0	0	0	4	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	2	3	0	2	0	1	0	0	3	0	0	5	0	1	1	0	1	0	0	0	0	0	0	1	0	3	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	1	1	0	0	0	0	0	0	3	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	4	0	5	4	0	2	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	2	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	3	1	0	0	0	1	0	0	1	0	0	1	3	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	0	5	3	2	0	3	3	0	0	0	4	1	0	1	2	2	1	0	0	1	0	2
The Dish	0	0	2	0	0	4	1	0	6	0	2	0	0	0	0	0	1	0	1	0	0	2	1	0	3	4	0	1	0	3	5	1	2	1	0	6	0	0	7	0	0	2	0	0	6	11	3	2	1	0	2	0	0	1	3	1	2	0	3	0	1	0	4	7	0	0	1	2	1	0	0	0	3	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	1	1	0	0	7	3	2	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	3	1	3	4	0	0	3	0	3	2	0	1	0	9	1	1	0	1	0	1	1	1	3	0	0	7	0	8	0	2	2	3	0	1	0	0	2	0	4	0	0	10	0	1	0	0	0	1	0	0	0	0	2	1	2	3	0	0	2	1	0	4	0	2	3	1	0	5	0	0	1	9	1	0	0	12	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	2	0	1	3	0	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	3	0	2	1	0	0	2	4	2	0	2	0	0	0	0	0	1	0	1	2	0	1	0	2	1	0	0	0	4	1	0	1	4	1	1	0	2	2	0	4	1	0	0	1	0	0	0	2	0	1	1	1	2	0	0	0	2	2	1	1	4	0	2	2	1	0	0	2	1	3	2	0	2	0	0	1	1	0	0	0	3	1	1	0	1	0	0	1	0	4	2	0	0	2	1	3	0	0	2	3	0	5	2	3	0	0	2	0	1	1	2	0	0	2	3	1	0	0	1	0	3	0	0	1	0	1	2	0	0	0	2	1	3	0	1	0	0	11	17	1	3	3	2	0	0	0	1	0	0	0	1	1	1	0	0	0	2	6	0	1	0	0	0	0	1	0	0	6	5	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	6	3	3	0	0	0	9	0	1	3	1	2	0	3	0	0	2	11	1	1	4	0	1	2	6	0	0	0	0	0	1	0	0	0	0	0	4	3	7	1	2	5	3	2	1	5	0	0	2	6	0	1	0	1	2	0	3
Go Fug Yourself	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0
O'Reilly Radar	10	0	0	2	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	10	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0
MetaFilter	1	2	2	6	0	0	0	0	3	0	4	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	2	0	0	0	0	1	0	1	2	0	0	1	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	3	3	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	2	0	2	1	1	0	1	0	0	0	0	2	1	4	0	0	0	2	0	0	3	0	1	4	0	0	0	0	1	2	0	2	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	2	1	1	0	2	0	2	2	0	0	0	0	0	0	0	0	1	5	4	0	1	0	1	0	0	1	0	0	0	0	1	1	7	0	0	1	0	0	2	0	0	0	0	0	1	2	2	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	3	0	1	1	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	3	1	1	0	1	0	0	0	4	0	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2	0	0	2	4	2	0	0	3	1	1	5	0	0	0	2	0	1	0	1	0	2	0	0	1	0	0	0	0	1	2	1	3	0	0	0	1	0	1	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	1	0	0	0	2	0	0	0	1	2	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	2	1	1	0	4	1	0	1	4	0	3	2	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	4	0	0	0	0	2	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	0	0	8	3	0	0	0	7	0	0	0	1	0	2	0	0	1	0	8	1	0	1	0	0	0	2	0	0	0	0	0	0	2	1	1	0	0	1	5	3	0	1	3	1	0	0	3	1	0	3	0	0	1	0	1	2	0	1
Lifehack	0	0	1	0	0	0	1	0	4	0	4	0	0	0	0	0	3	0	0	4	0	2	0	0	3	1	0	0	0	0	4	0	0	0	0	5	0	0	3	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	1	2	0	0	0	2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	1	7	0	4	0	0	0	0	4	14	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	4	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	1	0	4	0	0	0	0	0	0	0	9	7	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0	1	21	0	1	0	0	1	0	2	0	0	0	0	0	0	0	3	0	1	0	1	0	3	0	0	0	0	2	0	1	2	0	5	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	3	0	0	0	2	2	0	0	5	0	0	2	0	4	0	0	0	0	0	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	1	0	0	1	1	0	3	2	0	0	0	6	0	2	1	0	0	1	0
Lifehacker	2	0	2	0	1	0	4	0	1	0	5	0	0	1	0	0	2	1	0	10	0	1	3	0	0	0	0	1	1	0	6	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0	2	0	0	6	0	0	1	0	0	0	2	2	2	1	1	0	0	1	1	0	6	0	0	4	0	1	0	4	1	6	0	5	0	0	5	0	2	0	1	0	1	1	0	1	0	0	0	6	3	0	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	4	3	1	2	0	1	3	3	0	0	0	0	0	0	0	0	1	1	1	2	0	0	2	25	1	0	0	23	0	0	3	0	2	1	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	2	0	0	0	2	0	3	1	0	0	3	0	4	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	2	1	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	8	7	0	6	1	4	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	2	0	7	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	2	2	0	0	0	2	0	3	0	0	0	1	0	0	0	0	2	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	2	0	2	1	0	2	0	1	0	0	1	1	0	1	1	1	0	7	0	0	1	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	3	0	0	0	0	0	2	1	3	0	0	0	1	0	0	0	3	0	0	0	15	3	0	1	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	2	0	0	4	4	4	0	3	4	2	0	0	2	0	0	0	1	0	1	0	2	3	2	0
Google Operating System	0	0	5	1	1	6	0	13	1	0	8	1	0	0	0	0	0	1	0	7	0	4	0	0	1	2	5	1	6	1	9	1	6	0	3	2	0	2	0	2	0	0	1	0	10	1	0	0	0	0	1	0	1	0	0	0	4	1	5	0	19	0	0	1	0	9	0	0	3	1	0	2	1	1	0	7	3	0	0	8	3	3	1	1	5	15	7	3	3	0	9	8	1	0	1	2	3	0	1	3	5	0	4	3	0	0	7	1	0	5	1	2	3	0	5	1	0	0	2	1	0	1	2	0	1	1	1	0	3	3	0	4	6	1	0	1	1	2	2	0	0	0	4	1	0	6	13	5	2	0	5	2	0	3	4	3	1	1	0	3	3	16	0	2	2	0	2	0	0	0	0	5	4	1	15	3	0	1	1	16	0	4	1	0	12	4	3	3	0	0	1	1	3	2	0	24	3	1	10	0	0	2	1	2	0	1	0	1	2	0	3	1	0	0	0	0	6	2	0	3	0	1	1	2	0	1	8	3	1	3	5	5	7	0	0	0	4	0	4	0	7	18	3	9	4	0	2	1	1	2	3	0	0	0	0	0	4	5	1	10	0	1	0	0	0	1	0	2	23	1	1	0	0	0	2	0	1	0	1	5	0	0	0	5	0	6	0	0	3	1	1	1	2	2	1	0	15	6	3	6	0	1	0	4	2	0	1	3	0	2	1	0	0	8	0	3	0	5	1	2	7	1	0	0	6	0	3	13	2	0	1	0	1	1	0	1	0	3	1	2	4	3	4	34	1	3	1	8	0	0	5	0	2	2	1	1	0	1	0	0	0	8	6	0	0	4	0	0	0	0	1	0	176	1	9	1	0	3	4	0	9	0	3	0	3	0	0	8	18	0	1	2	0	0	0	7	1	1	2	1	1	0	0	0	1	1	2	0	0	2	1	1	0	0	0	3	6	4	5	0	0	0	0	0	1	0	1	8	11	3	1	2	3	5	0	1	5	0	2	7	0	0	4	0	1	4	0	2	1	1	1	0	3	1	0	11	21	13	1	8	2	5	3	0	1	0	1	0	0	7	1	0	0	0	0	0	2	2	3	2	3	2	0	1	9	8	4	3	2	1	9	1	6	3	1	17	3	2	4	0	18	2	0	15	3	0	2	0	5	2	1	0
Schneier on Security	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	3	1	0	1	0	4	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	2	1	0	0	0	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Quick Online Tips	0	0	4	0	0	1	2	0	12	0	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	7	0	1	0	0	1	0	4	3	0	0	0	0	1	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	3	0	0	0	10	0	1	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	1	0	1	1	8	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	7	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	2	0	0	1	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	1	0	0	2	10	1	1	3	0	6	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	4
Mashable	1	1	9	3	1	0	2	1	4	4	5	0	2	0	1	1	2	4	5	10	1	4	3	0	1	9	0	0	2	2	0	0	2	3	0	6	3	1	3	1	2	0	1	0	12	5	2	3	6	0	2	3	2	0	0	2	1	3	4	2	2	8	3	10	0	3	11	1	1	0	0	1	0	0	0	0	2	11	0	7	1	2	1	1	0	29	1	0	1	1	32	2	2	1	2	0	0	0	1	9	0	0	12	3	3	0	0	0	10	2	0	0	8	1	4	1	5	3	2	0	0	0	0	0	2	1	0	0	2	3	3	1	0	2	8	2	0	0	2	6	10	6	2	0	3	2	4	13	0	0	1	4	0	2	0	4	3	6	2	3	2	23	1	3	0	3	1	0	0	0	0	1	1	0	9	10	0	2	3	2	3	6	1	0	5	2	2	3	2	0	0	32	2	0	1	4	1	0	4	1	3	2	1	3	1	3	2	3	0	2	2	4	0	0	2	0	2	3	2	1	0	2	2	1	0	15	2	0	1	0	22	1	7	0	0	0	3	2	4	2	0	2	0	0	6	4	0	0	1	0	0	3	8	0	0	0	5	0	1	3	11	0	0	2	1	1	1	5	15	4	0	1	0	0	1	1	1	2	4	2	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	1	7	2	1	8	1	1	0	1	0	0	1	4	4	2	2	0	0	0	1	0	0	4	1	0	13	0	3	1	6	0	2	5	2	1	2	0	2	0	5	1	0	2	1	0	2	0	0	0	12	0	0	1	5	4	1	0	0	0	0	1	0	0	1	6	0	9	0	1	6	0	0	1	0	1	2	0	4	1	4	3	0	0	2	0	3	0	0	3	0	0	1	0	13	0	3	0	0	0	3	1	0	0	4	0	3	4	0	0	5	0	0	2	0	2	3	1	1	1	0	2	3	2	0	0	3	3	1	1	1	3	2	4	9	2	2	0	1	3	2	1	1	2	0	4	1	2	1	0	2	4	1	0	0	1	0	0	2	0	2	0	2	6	1	0	1	10	2	1	0	2	3	1	6	2	1	0	9	0	1	0	1	0	0	3	4	2	1	2	3	2	4	1	5	0	0	2	15	7	1	10	6	1	0	0	8	2	1	5	3	0	4	0	0	5	1	1
